date,state,cases,deaths
2020-07-27,AP,35364.0,556.0
2020-07-27,AM,97079.0,3224.0
2020-07-27,AL,56067.0,1507.0
2020-07-27,AC,18783.0,493.0
2020-07-28,TO,22851.0,357.0
2020-07-28,SP,487561.0,21676.0
2020-07-28,SE,55009.0,1359.0
2020-07-28,SC,72498.0,960.0
2020-07-28,RS,62347.0,1680.0
2020-07-28,RR,29781.0,479.0
2020-07-28,RO,36849.0,840.0
2020-07-28,RN,48374.0,1714.0
2020-07-28,RJ,159639.0,13033.0
2020-07-28,PR,68644.0,1721.0
2020-07-28,PI,47551.0,1278.0
2020-07-28,PE,89464.0,6369.0
2020-07-28,PB,78175.0,1745.0
2020-07-28,PA,150185.0,5716.0
2020-07-28,MT,46545.0,1669.0
2020-07-28,MS,22443.0,328.0
2020-07-28,MG,116151.0,2522.0
2020-07-28,MA,115988.0,2959.0
2020-07-28,GO,60637.0,1473.0
2020-07-28,ES,78732.0,2451.0
2020-07-28,DF,100726.0,1391.0
2020-07-28,CE,163787.0,7613.0
2020-07-28,BA,150830.0,3252.0
2020-07-28,AP,35697.0,558.0
2020-07-28,AM,98118.0,3236.0
2020-07-28,AL,57002.0,1520.0
2020-07-28,AC,19132.0,500.0
2020-07-29,TO,23517.0,364.0
2020-07-29,SP,513687.0,22389.0
2020-07-29,SE,56214.0,1390.0
2020-07-29,SC,75502.0,1001.0
2020-07-29,RS,64495.0,1750.0
2020-07-29,RR,30454.0,493.0
2020-07-29,RO,37634.0,855.0
2020-07-29,RN,49051.0,1735.0
2020-07-29,RJ,161647.0,13198.0
2020-07-29,PR,70155.0,1792.0
2020-07-29,PI,48962.0,1292.0
2020-07-29,PE,91320.0,6431.0
2020-07-29,PB,79898.0,1766.0
2020-07-29,PA,151849.0,5694.0
2020-07-29,MT,48317.0,1702.0
2020-07-29,MS,23411.0,342.0
2020-07-29,MG,118900.0,2579.0
2020-07-29,MA,117694.0,2978.0
2020-07-29,GO,63658.0,1554.0
2020-07-29,ES,79814.0,2474.0
2020-07-29,DF,102342.0,1419.0
2020-07-29,CE,167301.0,7643.0
2020-07-29,BA,154813.0,3300.0
2020-07-29,AP,35973.0,559.0
2020-07-29,AM,99093.0,3246.0
2020-07-29,AL,57975.0,1533.0
2020-07-29,AC,19366.0,510.0
2020-07-30,TO,24278.0,368.0
2020-07-30,SP,528903.0,22710.0
2020-07-30,SE,57684.0,1408.0
2020-07-30,SC,79239.0,1042.0
2020-07-30,RS,66473.0,1825.0
2020-07-30,RR,30910.0,501.0
2020-07-30,RO,38407.0,864.0
2020-07-30,RN,49667.0,1751.0
2020-07-30,RJ,163642.0,13348.0
2020-07-30,PR,72696.0,1839.0
2020-07-30,PI,50198.0,1304.0
2020-07-30,PE,93155.0,6473.0
2020-07-30,PB,81108.0,1785.0
2020-07-30,PA,153350.0,5699.0
2020-07-30,MT,50447.0,1763.0
2020-07-30,MS,24287.0,357.0
2020-07-30,MG,122921.0,2663.0
2020-07-30,MA,119262.0,2996.0
2020-07-30,GO,65269.0,1564.0
2020-07-30,ES,81115.0,2502.0
2020-07-30,DF,104442.0,1444.0
2020-07-30,CE,169691.0,7661.0
2020-07-30,BA,159071.0,3370.0
2020-07-30,AP,36272.0,561.0
2020-07-30,AM,100140.0,3252.0
2020-07-30,AL,58824.0,1546.0
2020-07-30,AC,19573.0,521.0
2020-07-31,TO,24824.0,381.0
2020-07-31,SP,542195.0,22997.0
2020-07-31,SE,58713.0,1434.0
2020-07-31,SC,82273.0,1101.0
2020-07-31,RS,66691.0,1876.0
2020-07-31,RR,31463.0,505.0
2020-07-31,RO,38992.0,872.0
2020-07-31,RN,50416.0,1777.0
2020-07-31,RJ,165495.0,13477.0
2020-07-31,PR,75300.0,1899.0
2020-07-31,PI,51477.0,1329.0
2020-07-31,PE,94784.0,6504.0
2020-07-31,PB,82794.0,1811.0
2020-07-31,PA,154685.0,5728.0
2020-07-31,MT,51865.0,1819.0
2020-07-31,MS,24936.0,376.0
2020-07-31,MG,126610.0,2738.0
2020-07-31,MA,120661.0,3013.0
2020-07-31,GO,67941.0,1656.0
2020-07-31,ES,82509.0,2533.0
2020-07-31,DF,106292.0,1469.0
2020-07-31,CE,172083.0,7668.0
2020-07-31,BA,163553.0,3442.0
2020-07-31,AP,36468.0,565.0
2020-07-31,AM,100940.0,3268.0
2020-07-31,AL,59566.0,1559.0
2020-07-31,AC,19625.0,531.0
2020-08-01,TO,25346.0,390.0
2020-08-01,SP,552196.0,23236.0
2020-08-01,SE,59724.0,1448.0
2020-08-01,SC,85081.0,1154.0
2020-08-01,RS,70455.0,1947.0
2020-08-01,RR,32162.0,513.0
2020-08-01,RO,39504.0,881.0
2020-08-01,RN,51557.0,1879.0
2020-08-01,RJ,167213.0,13556.0
2020-08-01,PR,77098.0,1953.0
2020-08-01,PI,52458.0,1354.0
2020-08-01,PE,96524.0,6544.0
2020-08-01,PB,83461.0,1833.0
2020-08-01,PA,156053.0,5750.0
2020-08-01,MT,52790.0,1849.0
2020-08-01,MS,25739.0,389.0
2020-08-01,MG,129489.0,2830.0
2020-08-01,MA,121581.0,3032.0
2020-08-01,GO,69487.0,1686.0
2020-08-01,ES,83022.0,2555.0
2020-08-01,DF,107922.0,1490.0
2020-08-01,CE,174011.0,7698.0
2020-08-01,BA,166289.0,3496.0
2020-08-01,AP,36595.0,568.0
2020-08-01,AM,101777.0,3278.0
2020-08-01,AL,60831.0,1573.0
2020-08-01,AC,19930.0,535.0
2020-08-02,TO,26434.0,395.0
2020-08-02,SP,558560.0,23317.0
2020-08-02,SE,60035.0,1465.0
2020-08-02,SC,86131.0,1175.0
2020-08-02,RS,71039.0,1974.0
2020-08-02,RR,32586.0,513.0
2020-08-02,RO,39893.0,884.0
2020-08-02,RN,51845.0,1883.0
2020-08-02,RJ,167225.0,13572.0
2020-08-02,PR,78751.0,1983.0
2020-08-02,PI,52993.0,1369.0
2020-08-02,PE,97747.0,6581.0
2020-08-02,PB,84008.0,1850.0
2020-08-02,PA,156285.0,5773.0
2020-08-02,MT,53363.0,1886.0
2020-08-02,MS,26003.0,404.0
2020-08-02,MG,132305.0,2860.0
2020-08-02,MA,121953.0,3050.0
2020-08-02,GO,70115.0,1697.0
2020-08-02,ES,83445.0,2567.0
2020-08-02,DF,110028.0,1523.0
2020-08-02,CE,174793.0,7709.0
2020-08-02,BA,167821.0,3551.0
2020-08-02,AP,36639.0,571.0
2020-08-02,AM,102124.0,3283.0
2020-08-02,AL,62070.0,1586.0
2020-08-02,AC,19966.0,537.0
2020-08-03,TO,26998.0,402.0
2020-08-03,SP,560092.0,23365.0
2020-08-03,SE,60479.0,1489.0
2020-08-03,SC,87026.0,1196.0
2020-08-03,RS,71478.0,2016.0
2020-08-03,RR,32623.0,513.0
2020-08-03,RO,40016.0,888.0
2020-08-03,RN,52030.0,1894.0
2020-08-03,RJ,168064.0,13604.0
2020-08-03,PR,79984.0,2028.0
2020-08-03,PI,53224.0,1385.0
2020-08-03,PE,98178.0,6616.0
2020-08-03,PB,84211.0,1870.0
2020-08-03,PA,156505.0,5784.0
2020-08-03,MT,54711.0,1907.0
2020-08-03,MS,26645.0,421.0
2020-08-03,MG,133241.0,2863.0
2020-08-03,MA,122482.0,3069.0
2020-08-03,GO,70252.0,1716.0
2020-08-03,ES,84420.0,2590.0
2020-08-03,DF,112044.0,1546.0
2020-08-03,CE,175172.0,7752.0
2020-08-03,BA,168730.0,3603.0
2020-08-03,AP,36804.0,576.0
2020-08-03,AM,102386.0,3288.0
2020-08-03,AL,62597.0,1599.0
2020-08-03,AC,20339.0,539.0
2020-08-04,TO,27664.0,408.0
2020-08-04,SP,575458.0,23702.0
2020-08-04,SE,61069.0,1509.0
2020-08-04,SC,90145.0,1235.0
2020-08-04,RS,73618.0,2099.0
2020-08-04,RR,32629.0,528.0
2020-08-04,RO,41239.0,898.0
2020-08-04,RN,52566.0,1926.0
2020-08-04,RJ,168911.0,13715.0
2020-08-04,PR,81814.0,2106.0
2020-08-04,PI,54443.0,1401.0
2020-08-04,PE,98608.0,6664.0
2020-08-04,PB,85760.0,1901.0
2020-08-04,PA,158277.0,5799.0
2020-08-04,MT,56169.0,1921.0
2020-08-04,MS,27678.0,432.0
2020-08-04,MG,135226.0,2863.0
2020-08-04,MA,123887.0,3085.0
2020-08-04,GO,73231.0,1791.0
2020-08-04,ES,85406.0,2617.0
2020-08-04,DF,113924.0,1572.0
2020-08-04,CE,177545.0,7806.0
2020-08-04,BA,172706.0,3656.0
2020-08-04,AP,36999.0,581.0
2020-08-04,AM,103269.0,3299.0
2020-08-04,AL,63168.0,1613.0
2020-08-04,AC,20708.0,545.0
2020-08-05,TO,28312.0,415.0
2020-08-05,SP,585132.0,24109.0
2020-08-05,SE,61986.0,1525.0
2020-08-05,SC,93258.0,1306.0
2020-08-05,RS,76563.0,2163.0
2020-08-05,RR,33717.0,532.0
2020-08-05,RO,42020.0,918.0
2020-08-05,RN,53490.0,1933.0
2020-08-05,RJ,172679.0,13855.0
2020-08-05,PR,84384.0,2141.0
2020-08-05,PI,55919.0,1417.0
2020-08-05,PE,100095.0,6705.0
2020-08-05,PB,87071.0,1922.0
2020-08-05,PA,160695.0,5818.0
2020-08-05,MT,58506.0,1945.0
2020-08-05,MS,28315.0,442.0
2020-08-05,MG,139151.0,2863.0
2020-08-05,MA,125459.0,3103.0
2020-08-05,GO,76605.0,1830.0
2020-08-05,ES,86428.0,2635.0
2020-08-05,DF,115966.0,1572.0
2020-08-05,CE,179643.0,7867.0
2020-08-05,BA,177001.0,3714.0
2020-08-05,AP,37318.0,588.0
2020-08-05,AM,104250.0,3317.0
2020-08-05,AL,64010.0,1625.0
2020-08-05,AC,21033.0,547.0
2020-08-06,TO,29539.0,428.0
2020-08-06,SP,598537.0,24448.0
2020-08-06,SE,62844.0,1537.0
2020-08-06,SC,96268.0,1357.0
2020-08-06,RS,78837.0,2231.0
2020-08-06,RR,34339.0,538.0
2020-08-06,RO,42725.0,923.0
2020-08-06,RN,54106.0,1954.0
2020-08-06,RJ,174064.0,13941.0
2020-08-06,PR,86303.0,2200.0
2020-08-06,PI,57100.0,1436.0
2020-08-06,PE,101169.0,6775.0
2020-08-06,PB,87867.0,1945.0
2020-08-06,PA,162822.0,5835.0
2020-08-06,MT,59841.0,1974.0
2020-08-06,MS,29101.0,458.0
2020-08-06,MG,142317.0,3264.0
2020-08-06,MA,127065.0,3120.0
2020-08-06,GO,79897.0,1888.0
2020-08-06,ES,87711.0,2656.0
2020-08-06,DF,118000.0,1651.0
2020-08-06,CE,181504.0,7893.0
2020-08-06,BA,180920.0,3767.0
2020-08-06,AP,37735.0,594.0
2020-08-06,AM,105054.0,3335.0
2020-08-06,AL,64910.0,1635.0
2020-08-06,AC,21263.0,552.0
2020-08-07,TO,30358.0,437.0
2020-08-07,SP,608246.0,24735.0
2020-08-07,SE,63728.0,1558.0
2020-08-07,SC,99005.0,1399.0
2020-08-07,RS,79026.0,2282.0
2020-08-07,RR,34938.0,544.0
2020-08-07,RO,43390.0,934.0
2020-08-07,RN,54717.0,1965.0
2020-08-07,RJ,175696.0,14028.0
2020-08-07,PR,87915.0,2244.0
2020-08-07,PI,58390.0,1452.0
2020-08-07,PE,102641.0,6813.0
2020-08-07,PB,89117.0,1965.0
2020-08-07,PA,164759.0,5854.0
2020-08-07,MT,62785.0,2037.0
2020-08-07,MS,29988.0,481.0
2020-08-07,MG,146812.0,3341.0
2020-08-07,MA,128846.0,3138.0
2020-08-07,GO,82807.0,1946.0
2020-08-07,ES,89082.0,2685.0
2020-08-07,DF,119903.0,1682.0
2020-08-07,CE,183621.0,7921.0
2020-08-07,BA,185050.0,3820.0
2020-08-07,AP,37964.0,599.0
2020-08-07,AM,105857.0,3345.0
2020-08-07,AL,65731.0,1646.0
2020-08-07,AC,21376.0,556.0
2020-08-08,TO,31103.0,444.0
2020-08-08,SP,621595.0,25016.0
2020-08-08,SE,64271.0,1577.0
2020-08-08,SC,102078.0,1419.0
2020-08-08,RS,83595.0,2346.0
2020-08-08,RR,35330.0,547.0
2020-08-08,RO,43866.0,940.0
2020-08-08,RN,55150.0,1970.0
2020-08-08,RJ,178524.0,14070.0
2020-08-08,PR,87915.0,2244.0
2020-08-08,PI,59571.0,1469.0
2020-08-08,PE,103880.0,6864.0
2020-08-08,PB,89893.0,1983.0
2020-08-08,PA,167099.0,5871.0
2020-08-08,MT,62826.0,2061.0
2020-08-08,MS,30707.0,492.0
2020-08-08,MG,150213.0,3410.0
2020-08-08,MA,129700.0,3154.0
2020-08-08,GO,84531.0,2008.0
2020-08-08,ES,90296.0,2707.0
2020-08-08,DF,121824.0,1712.0
2020-08-08,CE,186435.0,7951.0
2020-08-08,BA,188451.0,3876.0
2020-08-08,AP,38139.0,601.0
2020-08-08,AM,106428.0,3364.0
2020-08-08,AL,66563.0,1657.0
2020-08-08,AC,21498.0,559.0
2020-08-09,TO,31663.0,451.0
2020-08-09,SP,626985.0,25114.0
2020-08-09,SE,64693.0,1589.0
2020-08-09,SC,103253.0,1445.0
2020-08-09,RS,83991.0,2360.0
2020-08-09,RR,35779.0,547.0
2020-08-09,RO,44010.0,943.0
2020-08-09,RN,55290.0,1972.0
2020-08-09,RJ,178850.0,14080.0
2020-08-09,PR,88978.0,2319.0
2020-08-09,PI,59982.0,1480.0
2020-08-09,PE,104897.0,6885.0
2020-08-09,PB,90082.0,2000.0
2020-08-09,PA,167642.0,5885.0
2020-08-09,MT,63416.0,2090.0
2020-08-09,MS,31344.0,509.0
2020-08-09,MG,153416.0,3497.0
2020-08-09,MA,130136.0,3169.0
2020-08-09,GO,85071.0,2020.0
2020-08-09,ES,90939.0,2721.0
2020-08-09,DF,123057.0,1731.0
2020-08-09,CE,186727.0,7954.0
2020-08-09,BA,190063.0,3930.0
2020-08-09,AP,38208.0,602.0
2020-08-09,AM,106950.0,3359.0
2020-08-09,AL,67428.0,1669.0
2020-08-09,AC,21587.0,561.0
2020-08-10,TO,32289.0,461.0
2020-08-10,SP,628274.0,25151.0
2020-08-10,SE,64974.0,1614.0
2020-08-10,SC,104218.0,1541.0
2020-08-10,RS,84034.0,2417.0
2020-08-10,RR,35838.0,547.0
2020-08-10,RO,44372.0,944.0
2020-08-10,RN,55420.0,1977.0
2020-08-10,RJ,180016.0,14108.0
2020-08-10,PR,93080.0,2370.0
2020-08-10,PI,60178.0,1503.0
2020-08-10,PE,105143.0,6913.0
2020-08-10,PB,90366.0,2023.0
2020-08-10,PA,168151.0,5893.0
2020-08-10,MT,65198.0,2122.0
2020-08-10,MS,31739.0,523.0
2020-08-10,MG,154562.0,3555.0
2020-08-10,MA,130566.0,3187.0
2020-08-10,GO,86451.0,2023.0
2020-08-10,ES,92206.0,2750.0
2020-08-10,DF,126069.0,1762.0
2020-08-10,CE,186841.0,7979.0
2020-08-10,BA,191127.0,3988.0
2020-08-10,AP,38399.0,603.0
2020-08-10,AM,107197.0,3384.0
2020-08-10,AL,68052.0,1680.0
2020-08-10,AC,21619.0,562.0
2020-08-11,TO,33047.0,474.0
2020-08-11,SP,639420.0,25571.0
2020-08-11,SE,65455.0,1633.0
2020-08-11,SC,106735.0,1619.0
2020-08-11,RS,87415.0,2472.0
2020-08-11,RR,36382.0,551.0
2020-08-11,RO,45468.0,966.0
2020-08-11,RN,57921.0,2003.0
2020-08-11,RJ,182563.0,14212.0
2020-08-11,PR,94882.0,2417.0
2020-08-11,PI,61144.0,1526.0
2020-08-11,PE,105742.0,6950.0
2020-08-11,PB,91819.0,2046.0
2020-08-11,PA,169613.0,5901.0
2020-08-11,MT,67061.0,2189.0
2020-08-11,MS,32562.0,544.0
2020-08-11,MG,156038.0,3571.0
2020-08-11,MA,132060.0,3204.0
2020-08-11,GO,90226.0,2099.0
2020-08-11,ES,93598.0,2768.0
2020-08-11,DF,127484.0,1815.0
2020-08-11,CE,188720.0,8011.0
2020-08-11,BA,195603.0,4043.0
2020-08-11,AP,38636.0,604.0
2020-08-11,AM,108105.0,3405.0
2020-08-11,AL,68750.0,1692.0
2020-08-11,AC,21757.0,565.0
2020-08-12,TO,33766.0,482.0
2020-08-12,SP,655037.0,25869.0
2020-08-12,SE,65865.0,1653.0
2020-08-12,SC,109394.0,1637.0
2020-08-12,RS,90049.0,2540.0
2020-08-12,RR,36933.0,555.0
2020-08-12,RO,46061.0,981.0
2020-08-12,RN,56572.0,2019.0
2020-08-12,RJ,185610.0,14295.0
2020-08-12,PR,96697.0,2488.0
2020-08-12,PI,62465.0,1548.0
2020-08-12,PE,107131.0,6990.0
2020-08-12,PB,92897.0,2071.0
2020-08-12,PA,171878.0,5909.0
2020-08-12,MT,68924.0,2221.0
2020-08-12,MS,33509.0,558.0
2020-08-12,MG,159972.0,3741.0
2020-08-12,MA,133265.0,3215.0
2020-08-12,GO,93274.0,2135.0
2020-08-12,ES,94854.0,2790.0
2020-08-12,DF,129184.0,1870.0
2020-08-12,CE,190583.0,8052.0
2020-08-12,BA,199694.0,4111.0
2020-08-12,AP,38801.0,606.0
2020-08-12,AM,108920.0,3417.0
2020-08-12,AL,69565.0,1703.0
2020-08-12,AC,21993.0,569.0
2020-08-13,TO,34409.0,493.0
2020-08-13,SP,674315.0,26324.0
2020-08-13,SE,66810.0,1670.0
2020-08-13,SC,111895.0,1695.0
2020-08-13,RS,92560.0,2584.0
2020-08-13,RR,37616.0,561.0
2020-08-13,RO,46676.0,993.0
2020-08-13,RN,57072.0,2036.0
2020-08-13,RJ,188085.0,14412.0
2020-08-13,PR,98559.0,2547.0
2020-08-13,PI,63662.0,1566.0
2020-08-13,PE,108595.0,7025.0
2020-08-13,PB,93794.0,2092.0
2020-08-13,PA,173625.0,5917.0
2020-08-13,MT,70658.0,2245.0
2020-08-13,MS,34559.0,570.0
2020-08-13,MG,164403.0,3805.0
2020-08-13,MA,134193.0,3228.0
2020-08-13,GO,96749.0,2213.0
2020-08-13,ES,96041.0,2808.0
2020-08-13,DF,131170.0,1905.0
2020-08-13,CE,192244.0,8088.0
2020-08-13,BA,203480.0,4178.0
2020-08-13,AP,39015.0,609.0
2020-08-13,AM,109802.0,3435.0
2020-08-13,AL,70442.0,1713.0
2020-08-13,AC,22242.0,574.0
2020-08-14,TO,35403.0,500.0
2020-08-14,SP,685981.0,26613.0
2020-08-14,SE,67225.0,1684.0
2020-08-14,SC,114763.0,1742.0
2020-08-14,RS,95142.0,2631.0
2020-08-14,RR,38229.0,565.0
2020-08-14,RO,47288.0,1001.0
2020-08-14,RN,57467.0,2041.0
2020-08-14,RJ,189891.0,14507.0
2020-08-14,PR,100716.0,2583.0
2020-08-14,PI,64595.0,1581.0
2020-08-14,PE,110161.0,7052.0
2020-08-14,PB,94660.0,2113.0
2020-08-14,PA,175608.0,5924.0
2020-08-14,MT,72269.0,2285.0
2020-08-14,MS,35434.0,591.0
2020-08-14,MG,167916.0,3902.0
2020-08-14,MA,135324.0,3240.0
2020-08-14,GO,99234.0,2286.0
2020-08-14,ES,97192.0,2834.0
2020-08-14,DF,133166.0,1935.0
2020-08-14,CE,194304.0,8123.0
2020-08-14,BA,207483.0,4247.0
2020-08-14,AP,39244.0,612.0
2020-08-14,AM,110777.0,3455.0
2020-08-14,AL,71043.0,1724.0
2020-08-14,AC,22435.0,576.0
2020-08-15,TO,36478.0,506.0
2020-08-15,SP,697389.0,26780.0
2020-08-15,SE,67701.0,1696.0
2020-08-15,SC,116565.0,1767.0
2020-08-15,RS,97445.0,2647.0
2020-08-15,RR,38722.0,568.0
2020-08-15,RO,47652.0,1012.0
2020-08-15,RN,57660.0,2062.0
2020-08-15,RJ,190614.0,14526.0
2020-08-15,PR,102615.0,2636.0
2020-08-15,PI,65638.0,1594.0
2020-08-15,PE,111525.0,7097.0
2020-08-15,PB,95588.0,2138.0
2020-08-15,PA,177010.0,5932.0
2020-08-15,MT,72761.0,2319.0
2020-08-15,MS,36542.0,598.0
2020-08-15,MG,171002.0,4003.0
2020-08-15,MA,136280.0,3253.0
2020-08-15,GO,100938.0,2286.0
2020-08-15,ES,97849.0,2849.0
2020-08-15,DF,135014.0,1958.0
2020-08-15,CE,195524.0,8129.0
2020-08-15,BA,210843.0,4314.0
2020-08-15,AP,39431.0,613.0
2020-08-15,AM,111241.0,3463.0
2020-08-15,AL,71887.0,1734.0
2020-08-15,AC,22516.0,576.0
2020-08-16,TO,36989.0,511.0
2020-08-16,SP,699352.0,26852.0
2020-08-16,SE,67997.0,1705.0
2020-08-16,SC,117431.0,1797.0
2020-08-16,RS,97877.0,2689.0
2020-08-16,RR,38939.0,568.0
2020-08-16,RO,47837.0,1013.0
2020-08-16,RN,57720.0,2067.0
2020-08-16,RJ,194279.0,14562.0
2020-08-16,PR,103928.0,2662.0
2020-08-16,PI,66078.0,1608.0
2020-08-16,PE,112709.0,7129.0
2020-08-16,PB,96033.0,2162.0
2020-08-16,PA,177969.0,5940.0
2020-08-16,MT,73269.0,2340.0
2020-08-16,MS,36836.0,626.0
2020-08-16,MG,173854.0,4091.0
2020-08-16,MA,136853.0,3264.0
2020-08-16,GO,101592.0,2322.0
2020-08-16,ES,98663.0,2860.0
2020-08-16,DF,136467.0,1976.0
2020-08-16,CE,195764.0,8133.0
2020-08-16,BA,212485.0,4382.0
2020-08-16,AP,39518.0,613.0
2020-08-16,AM,111912.0,3483.0
2020-08-16,AL,72544.0,1745.0
2020-08-16,AC,22548.0,576.0
2020-08-17,TO,37856.0,516.0
2020-08-17,SP,702524.0,26899.0
2020-08-17,SE,68313.0,1717.0
2020-08-17,SC,118161.0,1837.0
2020-08-17,RS,98007.0,2744.0
2020-08-17,RR,38981.0,568.0
2020-08-17,RO,48232.0,1017.0
2020-08-17,RN,57898.0,2081.0
2020-08-17,RJ,194651.0,14566.0
2020-08-17,PR,105184.0,2704.0
2020-08-17,PI,66315.0,1619.0
2020-08-17,PE,112934.0,7148.0
2020-08-17,PB,96223.0,2183.0
2020-08-17,PA,178375.0,5945.0
2020-08-17,MT,74509.0,2368.0
2020-08-17,MS,37425.0,640.0
2020-08-17,MG,175165.0,4180.0
2020-08-17,MA,137408.0,3277.0
2020-08-17,GO,102665.0,2336.0
2020-08-17,ES,99924.0,2893.0
2020-08-17,DF,138735.0,2042.0
2020-08-17,CE,196347.0,8163.0
2020-08-17,BA,213564.0,4449.0
2020-08-17,AP,39703.0,617.0
2020-08-17,AM,112263.0,3505.0
2020-08-17,AL,72747.0,1755.0
2020-08-17,AC,22605.0,582.0
2020-08-18,TO,38845.0,531.0
2020-08-18,SP,711379.0,27315.0
2020-08-18,SE,68699.0,1729.0
2020-08-18,SC,120696.0,1883.0
2020-08-18,RS,101217.0,2822.0
2020-08-18,RR,39496.0,574.0
2020-08-18,RO,48923.0,1026.0
2020-08-18,RN,58307.0,2102.0
2020-08-18,RJ,199480.0,14728.0
2020-08-18,PR,107016.0,2751.0
2020-08-18,PI,67226.0,1637.0
2020-08-18,PE,113536.0,7190.0
2020-08-18,PB,97497.0,2203.0
2020-08-18,PA,180090.0,5975.0
2020-08-18,MT,75877.0,2384.0
2020-08-18,MS,38393.0,657.0
2020-08-18,MG,177237.0,4263.0
2020-08-18,MA,139185.0,3289.0
2020-08-18,GO,105962.0,2414.0
2020-08-18,ES,100930.0,2923.0
2020-08-18,DF,140170.0,2097.0
2020-08-18,CE,197400.0,8196.0
2020-08-18,BA,217443.0,4516.0
2020-08-18,AP,39957.0,619.0
2020-08-18,AM,112881.0,3524.0
2020-08-18,AL,73509.0,1766.0
2020-08-18,AC,22933.0,590.0
2020-08-19,TO,39832.0,536.0
2020-08-19,SP,721225.0,27591.0
2020-08-19,SE,69067.0,1745.0
2020-08-19,SC,122938.0,1918.0
2020-08-19,RS,103891.0,2881.0
2020-08-19,RR,39806.0,575.0
2020-08-19,RO,49721.0,1037.0
2020-08-19,RN,58667.0,2126.0
2020-08-19,RJ,202993.0,14913.0
2020-08-19,PR,108659.0,2778.0
2020-08-19,PI,68475.0,1653.0
2020-08-19,PE,114963.0,7218.0
2020-08-19,PB,98494.0,2223.0
2020-08-19,PA,182231.0,6015.0
2020-08-19,MT,77276.0,2421.0
2020-08-19,MS,39381.0,668.0
2020-08-19,MG,180606.0,4391.0
2020-08-19,MA,140571.0,3302.0
2020-08-19,GO,109253.0,2475.0
2020-08-19,ES,102137.0,2947.0
2020-08-19,DF,141762.0,2148.0
2020-08-19,CE,199326.0,8241.0
2020-08-19,BA,220990.0,4584.0
2020-08-19,AP,40211.0,622.0
2020-08-19,AM,113592.0,3537.0
2020-08-19,AL,73945.0,1776.0
2020-08-19,AC,23146.0,591.0
2020-08-20,TO,40786.0,547.0
2020-08-20,SP,730676.0,27905.0
2020-08-20,SE,69502.0,1757.0
2020-08-20,SC,125074.0,1959.0
2020-08-20,RS,104068.0,2948.0
2020-08-20,RR,40291.0,576.0
2020-08-20,RO,50147.0,1045.0
2020-08-20,RN,59138.0,2133.0
2020-08-20,RJ,205916.0,15074.0
2020-08-20,PR,111014.0,2861.0
2020-08-20,PI,69839.0,1660.0
2020-08-20,PE,116105.0,7241.0
2020-08-20,PB,99445.0,2244.0
2020-08-20,PA,184253.0,6027.0
2020-08-20,MT,78733.0,2457.0
2020-08-20,MS,40201.0,686.0
2020-08-20,MG,184513.0,4501.0
2020-08-20,MA,141860.0,3315.0
2020-08-20,GO,111836.0,2558.0
2020-08-20,ES,103076.0,2965.0
2020-08-20,DF,143759.0,2200.0
2020-08-20,CE,200542.0,8245.0
2020-08-20,BA,224886.0,4658.0
2020-08-20,AP,40603.0,626.0
2020-08-20,AM,114335.0,3551.0
2020-08-20,AL,74427.0,1785.0
2020-08-20,AC,23322.0,595.0
2020-08-21,TO,41848.0,556.0
2020-08-21,SP,735808.0,28155.0
2020-08-21,SE,69845.0,1761.0
2020-08-21,SC,126267.0,1995.0
2020-08-21,RS,104335.0,2993.0
2020-08-21,RR,40492.0,576.0
2020-08-21,RO,50514.0,1050.0
2020-08-21,RN,59191.0,2154.0
2020-08-21,RJ,207036.0,15202.0
2020-08-21,PR,113335.0,2894.0
2020-08-21,PI,70536.0,1672.0
2020-08-21,PE,117176.0,7273.0
2020-08-21,PB,100290.0,2268.0
2020-08-21,PA,186646.0,6037.0
2020-08-21,MT,80134.0,2492.0
2020-08-21,MS,40711.0,696.0
2020-08-21,MG,188074.0,4621.0
2020-08-21,MA,143103.0,3328.0
2020-08-21,GO,113051.0,2647.0
2020-08-21,ES,103935.0,2985.0
2020-08-21,DF,145452.0,2242.0
2020-08-21,CE,201141.0,8268.0
2020-08-21,BA,226032.0,4730.0
2020-08-21,AP,40875.0,627.0
2020-08-21,AM,114792.0,3556.0
2020-08-21,AL,74643.0,1794.0
2020-08-21,AC,23337.0,598.0
2020-08-22,TO,42839.0,573.0
2020-08-22,SP,749092.0,28392.0
2020-08-22,SE,70252.0,1771.0
2020-08-22,SC,127896.0,2027.0
2020-08-22,RS,108839.0,3046.0
2020-08-22,RR,40827.0,579.0
2020-08-22,RO,50995.0,1061.0
2020-08-22,RN,59393.0,2165.0
2020-08-22,RJ,210464.0,15267.0
2020-08-22,PR,115584.0,2926.0
2020-08-22,PI,71510.0,1701.0
2020-08-22,PE,117772.0,7302.0
2020-08-22,PB,100970.0,2288.0
2020-08-22,PA,188644.0,6047.0
2020-08-22,MT,80938.0,2510.0
2020-08-22,MS,41888.0,722.0
2020-08-22,MG,190911.0,4694.0
2020-08-22,MA,143873.0,3340.0
2020-08-22,GO,115530.0,2713.0
2020-08-22,ES,104630.0,3001.0
2020-08-22,DF,147127.0,2257.0
2020-08-22,CE,202541.0,8286.0
2020-08-22,BA,230448.0,4805.0
2020-08-22,AP,41031.0,630.0
2020-08-22,AM,115369.0,3557.0
2020-08-22,AL,75274.0,1802.0
